,song,artist,image,rank,year
869,Animals,Martin Garrix,https://charts-static.billboard.com/img/2013/07/martin-garrix-bo3-53x53.jpg,71,2014
870,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,https://charts-static.billboard.com/img/2014/07/young-thug-288-53x53.jpg,72,2014
871,American Kids,Kenny Chesney,https://charts-static.billboard.com/img/2014/07/kenny-chesney-en6-53x53.jpg,73,2014
872,Brave,Sara Bareilles,https://charts-static.billboard.com/img/2013/05/sara-bareilles-m95-53x53.jpg,74,2014
873,Sweater Weather,The Neighbourhood,https://charts-static.billboard.com/img/2012/12/the-neighbourhood-ro9-53x53.jpg,75,2014
874,Leave The Night On,Sam Hunt,https://charts-static.billboard.com/img/2014/06/sam-hunt-2mf-53x53.jpg,76,2014
875,New Flame,Chris Brown Featuring Usher & Rick Ross,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,77,2014
876,Love Never Felt So Good,Michael Jackson & Justin Timberlake,https://charts-static.billboard.com/img/1840/12/michael-jackson-9to-53x53.jpg,78,2014
877,Drunk On A Plane,Dierks Bentley,https://charts-static.billboard.com/img/2014/04/dierks-bentley-yjg-53x53.jpg,79,2014
878,Birthday,Katy Perry,https://charts-static.billboard.com/img/2014/04/katy-perry-04d-53x53.jpg,80,2014
879,Bartender,Lady Antebellum,https://charts-static.billboard.com/img/2014/05/lady-antebellum-cdm-53x53.jpg,81,2014
880,La La La,Naughty Boy Featuring Sam Smith,https://charts-static.billboard.com/img/2013/07/naughty-boy-xj4-53x53.jpg,82,2014
881,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,https://charts-static.billboard.com/img/2013/04/robin-thicke-cu8-53x53.jpg,83,2014
882,Do What U Want,Lady Gaga Featuring R. Kelly,https://charts-static.billboard.com/img/2013/11/lady-gaga-lkc-53x53.jpg,84,2014
883,Can't Remember To Forget You,Shakira Featuring Rihanna,https://charts-static.billboard.com/img/1996/03/shakira-snl-53x53.jpg,85,2014
884,Amnesia,5 Seconds Of Summer,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-uvt-53x53.jpg,86,2014
885,No Mediocre,T.I. Featuring Iggy Azalea,https://charts-static.billboard.com/img/2014/07/ti-e27-53x53.jpg,87,2014
886,Come With Me Now,KONGOS,https://charts-static.billboard.com/img/2014/02/kongos-um1-53x53.jpg,88,2014
887,Believe Me,Lil Wayne Featuring Drake,https://charts-static.billboard.com/img/2014/05/lil-wayne-0sn-53x53.jpg,89,2014
888,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",https://charts-static.billboard.com/img/2013/09/mike-will-made-it-roq-53x53.jpg,90,2014
889,Beachin',Jake Owen,https://charts-static.billboard.com/img/2013/11/jake-owen-17q-53x53.jpg,91,2014
890,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-th1-53x53.jpg,92,2014
891,She Looks So Perfect,5 Seconds Of Summer,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-oh3-53x53.jpg,93,2014
892,Stay The Night,Zedd Featuring Hayley Williams,https://charts-static.billboard.com/img/2013/09/zedd-edd-53x53.jpg,94,2014
893,Partition,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,95,2014
894,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,https://charts-static.billboard.com/img/2014/03/schoolboy-q-n3s-53x53.jpg,96,2014
895,0 To 100 / The Catch Up,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,97,2014
896,I Don't Dance,Lee Brice,https://charts-static.billboard.com/img/2014/02/lee-brice-qkz-53x53.jpg,98,2014
897,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,https://charts-static.billboard.com/img/2014/06/miranda-lambert-miy-53x53.jpg,99,2014
898,Adore You,Miley Cyrus,https://charts-static.billboard.com/img/2013/10/miley-cyrus-clj-53x53.jpg,100,2014
899,Uptown Funk!,Mark Ronson Featuring Bruno Mars,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-53x53.jpg,1,2015
900,Thinking Out Loud,Ed Sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg,2,2015
901,See You Again,Wiz Khalifa Featuring Charlie Puth,https://charts-static.billboard.com/img/2015/03/wiz-khalifa-b1e-53x53.jpg,3,2015
902,Trap Queen,Fetty Wap,https://charts-static.billboard.com/img/2015/01/fetty-wap-vik-53x53.jpg,4,2015
903,Sugar,Maroon 5,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f,5,2015
904,Shut Up And Dance,WALK THE MOON,https://charts-static.billboard.com/img/1840/12/walk-the-moon-mpm-53x53.jpg,6,2015
905,Blank Space,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,7,2015
906,Watch Me,Silento,https://charts-static.billboard.com/img/2015/03/silento-7d0-53x53.jpg,8,2015
907,Earned It (Fifty Shades Of Grey),The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,9,2015
908,The Hills,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,10,2015
909,Cheerleader,OMI,https://charts-static.billboard.com/img/2015/02/omi-z6g-53x53.jpg,11,2015
910,Can't Feel My Face,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,12,2015
911,Love Me Like You Do,Ellie Goulding,https://charts-static.billboard.com/img/2015/01/ellie-goulding-xqm-love-me-like-you-do-871-53x53.jpg,13,2015
912,Take Me To Church,Hozier,https://charts-static.billboard.com/img/2014/04/hozier-hdg-53x53.jpg,14,2015
913,Bad Blood,Taylor Swift Featuring Kendrick Lamar,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,15,2015
914,Lean On,Major Lazer & DJ Snake Featuring MO,https://charts-static.billboard.com/img/2015/03/major-lazer-gnw-53x53.jpg,16,2015
915,Want To Want Me,Jason Derulo,https://charts-static.billboard.com/img/2015/03/jason-derulo-3xq-53x53.jpg,17,2015
916,Shake It Off,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,18,2015
917,Where Are U Now,Skrillex & Diplo With Justin Bieber,https://charts-static.billboard.com/img/2015/03/skrillex-m4h-53x53.jpg,19,2015
918,Fight Song,Rachel Platten,https://charts-static.billboard.com/img/2015/03/rachel-platten-lel-53x53.jpg,20,2015
919,679,Fetty Wap Featuring Remy Boyz,https://charts-static.billboard.com/img/2015/07/fetty-wap-vik-53x53.jpg,21,2015
920,Lips Are Movin,Meghan Trainor,https://charts-static.billboard.com/img/2014/11/meghan-trainor-oaq-53x53.jpg,22,2015
921,Worth It,Fifth Harmony Featuring Kid Ink,https://charts-static.billboard.com/img/2013/08/fifth-harmony-cdz-53x53.jpg,23,2015
922,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,https://charts-static.billboard.com/img/2014/11/omarion-3ri-53x53.jpg,24,2015
923,"Honey, I'm Good.",Andy Grammer,https://charts-static.billboard.com/img/2015/02/andy-grammer-oyn-53x53.jpg,25,2015
924,I'm Not The Only One,Sam Smith,https://charts-static.billboard.com/img/2012/11/sam-smith-ik0-53x53.jpg,26,2015
925,Good For You,Selena Gomez Featuring A$AP Rocky,https://charts-static.billboard.com/img/2015/07/selena-gomez-scg-53x53.jpg,27,2015
926,All About That Bass,Meghan Trainor,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg,28,2015
927,Style,Taylor Swift,https://charts-static.billboard.com/img/2014/11/taylor-swift-70p-style-e98-53x53.jpg,29,2015
928,Hotline Bling,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,30,2015
929,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",https://charts-static.billboard.com/img/2014/12/david-guetta-z71-53x53.jpg,31,2015
930,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,https://charts-static.billboard.com/img/2014/11/flo-rida-8v1-53x53.jpg,32,2015
931,What Do You Mean?,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,33,2015
932,Photograph,Ed Sheeran,https://charts-static.billboard.com/img/2014/07/ed-sheeran-buv-photograph-rgt-53x53.jpg,34,2015
933,Hello,Adele,https://charts-static.billboard.com/img/2015/11/adele-ee3-hello-bmf-53x53.jpg,35,2015
934,Stitches,Shawn Mendes,https://charts-static.billboard.com/img/2014/07/shawn-mendes-hoz-53x53.jpg,36,2015
935,Talking Body,Tove Lo,https://charts-static.billboard.com/img/2015/01/tove-lo-vxl-53x53.jpg,37,2015
936,Jealous,Nick Jonas,https://charts-static.billboard.com/img/2014/09/nick-jonas-zlp-53x53.jpg,38,2015
937,Time Of Our Lives,Pitbull & Ne-Yo,https://charts-static.billboard.com/img/2014/12/pitbull-odu-53x53.jpg,39,2015
938,Locked Away,R. City Featuring Adam Levine,https://charts-static.billboard.com/img/2015/07/r-city-xtd-53x53.jpg,40,2015
939,Somebody,Natalie La Rose Featuring Jeremih,https://charts-static.billboard.com/img/2015/01/natalie-la-rose-26s-53x53.jpg,41,2015
940,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,https://charts-static.billboard.com/img/2015/02/rihanna-t38-53x53.jpg,42,2015
941,Centuries,Fall Out Boy,https://charts-static.billboard.com/img/2014/09/fall-out-boy-zhw-53x53.jpg,43,2015
942,My Way,Fetty Wap Featuring Monty,https://charts-static.billboard.com/img/2015/05/fetty-wap-vik-53x53.jpg,44,2015
943,Take Your Time,Sam Hunt,https://charts-static.billboard.com/img/2014/11/sam-hunt-2mf-53x53.jpg,45,2015
944,Animals,Maroon 5,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-53x53.jpg,46,2015
945,I Don't F**k With You,Big Sean Featuring E-40,https://charts-static.billboard.com/img/2014/10/big-sean-820-53x53.jpg,47,2015
946,B**** Better Have My Money,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,48,2015
947,Flex (Ooh Ooh Ooh),Rich Homie Quan,https://charts-static.billboard.com/img/2015/04/rich-homie-quan-3p0-53x53.jpg,49,2015
948,Nasty Freestyle,T-Wayne,https://charts-static.billboard.com/img/2015/04/t-wayne-k4f-53x53.jpg,50,2015
949,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",https://charts-static.billboard.com/img/2009/08/nicki-minaj-ntq-53x53.jpg,51,2015
950,Elastic Heart,Sia,https://charts-static.billboard.com/img/2015/01/sia-5kn-53x53.jpg,52,2015
951,Cool For The Summer,Demi Lovato,https://charts-static.billboard.com/img/2015/07/demi-lovato-rh9-53x53.jpg,53,2015
952,Renegades,X Ambassadors,https://charts-static.billboard.com/img/2015/04/x-ambassadors-qav-53x53.jpg,54,2015
953,I Don't Mind,Usher Featuring Juicy J,https://charts-static.billboard.com/img/2014/11/usher-oqp-53x53.jpg,55,2015
954,Love Me Harder,Ariana Grande & The Weeknd,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-53x53.jpg,56,2015
955,Wildest Dreams,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,57,2015
956,Stay With Me,Sam Smith,https://charts-static.billboard.com/img/2014/04/sam-smith-ik0-stay-with-me-nwg-53x53.jpg,58,2015
957,You Know You Like It,DJ Snake & AlunaGeorge,https://charts-static.billboard.com/img/2015/01/dj-snake-ncv-53x53.jpg,59,2015
958,Uma Thurman,Fall Out Boy,https://charts-static.billboard.com/img/2015/01/fall-out-boy-zhw-53x53.jpg,60,2015
959,7ค๋11ค้,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,61,2015
960,The Heart Wants What It Wants,Selena Gomez,https://charts-static.billboard.com/img/2014/11/selena-gomez-nxt-the-heart-wants-what-it-wants-6dx-53x53.jpg,62,2015
961,Girl Crush,Little Big Town,https://charts-static.billboard.com/img/2017/03/little-big-town-53x53.jpg,63,2015
962,Slow Motion,Trey Songz,https://charts-static.billboard.com/img/2015/02/trey-songz-kc8-53x53.jpg,64,2015
963,Drag Me Down,One Direction,https://charts-static.billboard.com/img/2015/08/one-direction-7ru-53x53.jpg,65,2015
964,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,https://charts-static.billboard.com/img/2015/01/nicki-minaj-dc2-truffle-butter-7se-53x53.jpg,66,2015
965,One Last Time,Ariana Grande,https://charts-static.billboard.com/img/2014/09/ariana-grande-nxo-one-last-time-ivq-53x53.jpg,67,2015
966,Chains,Nick Jonas,https://charts-static.billboard.com/img/2014/08/nick-jonas-zlp-53x53.jpg,68,2015
967,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-53x53.jpg,69,2015
968,No Type,Rae Sremmurd,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-53x53.jpg,70,2015
969,Riptide,Vance Joy,https://charts-static.billboard.com/img/2013/12/vance-joy-buo-53x53.jpg,71,2015
970,Classic Man,Jidenna Featuring Roman GianArthur,https://charts-static.billboard.com/img/2015/03/jidenna-fww-53x53.jpg,72,2015
971,Ex's & Oh's,Elle King,https://charts-static.billboard.com/img/2014/11/elle-king-7fl-53x53.jpg,73,2015
972,Dear Future Husband,Meghan Trainor,https://charts-static.billboard.com/img/2014/09/meghan-trainor-vgn-53x53.jpg,74,2015
973,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,https://charts-static.billboard.com/img/2015/04/charlie-puth-ge7-53x53.jpg,75,2015
974,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,https://charts-static.billboard.com/img/2015/01/meghan-trainor-oaq-like-im-gonna-lose-you-fig-53x53.jpg,76,2015
975,Habits (Stay High),Tove Lo,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg,77,2015
976,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,https://charts-static.billboard.com/img/2014/12/james-newton-howard-11g-53x53.jpg,78,2015
977,CoCo,O.T. Genasis,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-53x53.jpg,79,2015
978,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg,80,2015
979,Lay Me Down,Sam Smith,https://charts-static.billboard.com/img/2012/11/sam-smith-ik0-53x53.jpg,81,2015
980,Tuesday,I LOVE MAKONNEN Featuring Drake,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-53x53.jpg,82,2015
981,Hit The Quan,iLoveMemphis,https://charts-static.billboard.com/img/2015/08/ilovememphis-pku-53x53.jpg,83,2015
982,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",https://charts-static.billboard.com/img/2015/09/macklemore-ryan-lewis-th1-53x53.jpg,84,2015
983,House Party,Sam Hunt,https://charts-static.billboard.com/img/2014/08/sam-hunt-2mf-53x53.jpg,85,2015
984,Ayo,Chris Brown & Tyga,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,86,2015
985,Kick The Dust Up,Luke Bryan,https://charts-static.billboard.com/img/2015/05/luke-bryan-qhx-kick-the-dust-up-v2l-53x53.jpg,87,2015
986,Blessings,Big Sean Featuring Drake,https://charts-static.billboard.com/img/2011/01/big-sean-lrg-53x53.jpg,88,2015
987,Budapest,George Ezra,https://charts-static.billboard.com/img/2014/08/george-ezra-g00-53x53.jpg,89,2015
988,Chandelier,Sia,https://charts-static.billboard.com/img/2014/05/sia-kfh-53x53.jpg,90,2015
989,Heartbeat Song,Kelly Clarkson,https://charts-static.billboard.com/img/2015/01/kelly-clarkson-tcv-53x53.jpg,91,2015
990,Don't,Ed Sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg,92,2015
991,Ghost,Ella Henderson,https://charts-static.billboard.com/img/2014/08/ella-henderson-0yy-53x53.jpg,93,2015
992,Here,Alessia Cara,https://charts-static.billboard.com/img/2015/06/alessia-cara-9x8-53x53.jpg,94,2015
993,Waves,Mr. Probz,https://charts-static.billboard.com/img/2014/05/mr-probz-ul5-53x53.jpg,95,2015
994,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,https://charts-static.billboard.com/img/2017/07/nicky-jam-53x53.jpg,96,2015
995,She Knows,Ne-Yo Featuring Juicy J,https://charts-static.billboard.com/img/2014/10/ne-yo-9u2-53x53.jpg,97,2015
996,Night Changes,One Direction,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-53x53.jpg,98,2015
997,Back To Back,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,99,2015
998,How Deep Is Your Love,Calvin Harris & Disciples,https://charts-static.billboard.com/img/2015/08/calvin-harris-s9n-53x53.jpg,100,2015
999,Love Yourself,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,1,2016
1000,Sorry,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,2,2016
1001,One Dance,Drake Featuring WizKid & Kyla,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,3,2016
1002,Work,Rihanna Featuring Drake,https://charts-static.billboard.com/img/2016/02/rihanna-t38-work-n00-53x53.jpg,4,2016
1003,Stressed Out,twenty one pilots,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-840-53x53.jpg,5,2016
1004,Panda,Desiigner,https://charts-static.billboard.com/img/2016/02/desiigner-l9j-53x53.jpg,6,2016
1005,Hello,Adele,https://charts-static.billboard.com/img/2015/11/adele-ee3-hello-bmf-53x53.jpg,7,2016
1006,Don't Let Me Down,The Chainsmokers Featuring Daya,https://charts-static.billboard.com/img/2016/02/the-chainsmokers-05s-dont-let-me-down-0y2-53x53.jpg,8,2016
1007,Can't Stop The Feeling!,Justin Timberlake,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg,9,2016
1008,Closer,The Chainsmokers Featuring Halsey,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg,10,2016
1009,Cheap Thrills,Sia Featuring Sean Paul,https://charts-static.billboard.com/img/2016/01/sia-5kn-53x53.jpg,11,2016
1010,7 Years,Lukas Graham,https://charts-static.billboard.com/img/2015/11/lukas-graham-7bg-53x53.jpg,12,2016
1011,Needed Me,Rihanna,https://charts-static.billboard.com/img/2016/02/rihanna-t38-needed-me-nsm-53x53.jpg,13,2016
1012,My House,Flo Rida,https://charts-static.billboard.com/img/2015/07/flo-rida-8v1-53x53.jpg,14,2016
1013,I Took A Pill In Ibiza,Mike Posner,https://charts-static.billboard.com/img/2016/01/mike-posner-oiz-53x53.jpg,15,2016
1014,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,https://charts-static.billboard.com/img/2016/03/fifth-harmony-tsq-53x53.jpg,16,2016
1015,This Is What You Came For,Calvin Harris Featuring Rihanna,https://charts-static.billboard.com/img/2016/05/calvin-harris-ffl-53x53.jpg,17,2016
1016,Cake By The Ocean,DNCE,https://charts-static.billboard.com/img/2015/10/dnce-qun-53x53.jpg,18,2016
1017,"Me, Myself & I",G-Eazy x Bebe Rexha,https://charts-static.billboard.com/img/2015/11/g-eazy-4o5-53x53.jpg,19,2016
1018,Ride,twenty one pilots,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-840-53x53.jpg,20,2016
1019,Heathens,twenty one pilots,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg,21,2016
1020,Pillowtalk,Zayn,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f,22,2016
1021,Stitches,Shawn Mendes,https://charts-static.billboard.com/img/2014/07/shawn-mendes-hoz-53x53.jpg,23,2016
1022,Hotline Bling,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,24,2016
1023,Cold Water,Major Lazer Featuring Justin Bieber & MO,https://charts-static.billboard.com/img/2016/08/major-lazer-gnw-53x53.jpg,25,2016
1024,Send My Love (To Your New Lover),Adele,https://charts-static.billboard.com/img/2008/02/adele-v39-53x53.jpg,26,2016
1025,Roses,The Chainsmokers Featuring Rozes,https://charts-static.billboard.com/img/2015/07/the-chainsmokers-featuring-rozes-vl7-53x53.jpg,27,2016
1026,Treat You Better,Shawn Mendes,https://charts-static.billboard.com/img/2014/07/shawn-mendes-hoz-53x53.jpg,28,2016
1027,Too Good,Drake Featuring Rihanna,https://charts-static.billboard.com/img/2016/05/drake-hq6-too-good-btp-53x53.jpg,29,2016
1028,Low Life,Future Featuring The Weeknd,https://charts-static.billboard.com/img/1988/03/future-f8b-53x53.jpg,30,2016
1029,What Do You Mean?,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,31,2016
1030,The Hills,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,32,2016
1031,Just Like Fire,P!nk,https://charts-static.billboard.com/img/2016/04/pnk-e1s-53x53.jpg,33,2016
1032,Broccoli,D.R.A.M. Featuring Lil Yachty,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg,34,2016
1033,Don't,Bryson Tiller,https://charts-static.billboard.com/img/2015/01/bryson-tiller-ufm-53x53.jpg,35,2016
1034,Dangerous Woman,Ariana Grande,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-53x53.jpg,36,2016
1035,Jumpman,Drake & Future,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,37,2016
1036,I Hate U I Love U,gnash Featuring Olivia O'Brien,https://charts-static.billboard.com/img/2016/01/gnash-alj-53x53.jpg,38,2016
1037,Here,Alessia Cara,https://charts-static.billboard.com/img/2015/06/alessia-cara-9x8-53x53.jpg,39,2016
1038,Same Old Love,Selena Gomez,https://charts-static.billboard.com/img/2015/09/selena-gomez-nxt-same-old-love-3k3-53x53.jpg,40,2016
1039,Controlla,Drake,https://charts-static.billboard.com/img/2016/04/drake-hq6-53x53.jpg,41,2016
1040,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,https://charts-static.billboard.com/img/2015/01/meghan-trainor-oaq-like-im-gonna-lose-you-fig-53x53.jpg,42,2016
1041,One Call Away,Charlie Puth,https://charts-static.billboard.com/img/2015/11/charlie-puth-w4y-53x53.jpg,43,2016
1042,Let It Go,James Bay,https://charts-static.billboard.com/img/2014/06/james-bay-sha-53x53.jpg,44,2016
1043,No,Meghan Trainor,https://charts-static.billboard.com/img/2016/03/meghan-trainor-vgn-53x53.jpg,45,2016
1044,Never Forget You,Zara Larsson & MNEK,https://charts-static.billboard.com/img/2015/10/zara-larsson-3nj-53x53.jpg,46,2016
1045,Let Me Love You,DJ Snake Featuring Justin Bieber,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-let-me-love-you-zhj-53x53.jpg,47,2016
1046,Don't Mind,Kent Jones,https://charts-static.billboard.com/img/2016/03/kent-jones-30q-53x53.jpg,48,2016
1047,H.O.L.Y.,Florida Georgia Line,https://charts-static.billboard.com/img/2016/05/florida-georgia-line-yd0-53x53.jpg,49,2016
1048,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,https://charts-static.billboard.com/img/2016/02/charlie-puth-ge7-53x53.jpg,50,2016
1049,Into You,Ariana Grande,https://charts-static.billboard.com/img/2016/05/ariana-grande-ypy-53x53.jpg,51,2016
1050,Gold,Kiiara,https://charts-static.billboard.com/img/2016/01/kiiara-5zq-53x53.jpg,52,2016
1051,Exchange,Bryson Tiller,https://charts-static.billboard.com/img/2015/10/bryson-tiller-ufm-53x53.jpg,53,2016
1052,679,Fetty Wap Featuring Remy Boyz,https://charts-static.billboard.com/img/2015/07/fetty-wap-vik-53x53.jpg,54,2016
1053,Oui,Jeremih,https://charts-static.billboard.com/img/2015/12/jeremih-684-53x53.jpg,55,2016
1054,Hands To Myself,Selena Gomez,https://charts-static.billboard.com/img/2015/10/selena-gomez-scg-53x53.jpg,56,2016
1055,2 Phones,Kevin Gates,https://charts-static.billboard.com/img/2015/12/kevin-gates-3eg-53x53.jpg,57,2016
1056,Starboy,The Weeknd Featuring Daft Punk,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,58,2016
1057,For Free,DJ Khaled Featuring Drake,https://charts-static.billboard.com/img/2006/02/dj-khaled-8dc-53x53.jpg,59,2016
1058,Never Be Like You,Flume Featuring Kai,https://charts-static.billboard.com/img/2016/02/flume-pfx-53x53.jpg,60,2016
1059,In The Night,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,61,2016
1060,Me Too,Meghan Trainor,https://charts-static.billboard.com/img/2016/05/meghan-trainor-vgn-53x53.jpg,62,2016
1061,Ex's & Oh's,Elle King,https://charts-static.billboard.com/img/2014/11/elle-king-7fl-53x53.jpg,63,2016
1062,Die A Happy Man,Thomas Rhett,https://charts-static.billboard.com/img/2015/10/thomas-rhett-r0o-53x53.jpg,64,2016
1063,White Iverson,Post Malone,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,65,2016
1064,Close,Nick Jonas Featuring Tove Lo,https://charts-static.billboard.com/img/2016/04/nick-jonas-zlp-53x53.jpg,66,2016
1065,Unsteady,X Ambassadors,https://charts-static.billboard.com/img/2015/10/x-ambassadors-qav-53x53.jpg,67,2016
1066,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",https://charts-static.billboard.com/img/2016/07/lil-wayne-0sn-53x53.jpg,68,2016
1067,Down In The DM,Yo Gotti Featuring Nicki Minaj,https://charts-static.billboard.com/img/2015/11/yo-gotti-w7z-down-in-the-dm-ntr-53x53.jpg,69,2016
1068,Luv,Tory Lanez,https://charts-static.billboard.com/img/2016/06/tory-lanez-hvy-53x53.jpg,70,2016
1069,Sorry,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,71,2016
1070,Can't Feel My Face,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,72,2016
1071,Hymn For The Weekend,Coldplay,https://charts-static.billboard.com/img/2015/12/coldplay-j2u-53x53.jpg,73,2016
1072,Say It,Tory Lanez,https://charts-static.billboard.com/img/2015/08/tory-lanez-hvy-53x53.jpg,74,2016
1073,Antidote,Travis Scott,https://charts-static.billboard.com/img/2015/07/travis-scott-jll-53x53.jpg,75,2016
1074,Lost Boy,Ruth B,https://charts-static.billboard.com/img/2016/01/ruth-b-sm9-53x53.jpg,76,2016
1075,Side To Side,Ariana Grande Featuring Nicki Minaj,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg,77,2016
1076,"Sit Still, Look Pretty",Daya,https://charts-static.billboard.com/img/2016/04/daya-6d7-53x53.jpg,78,2016
1077,Wildest Dreams,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,79,2016
1078,Middle,DJ Snake Featuring Bipolar Sunshine,https://charts-static.billboard.com/img/2015/11/dj-snake-ncv-53x53.jpg,80,2016
1079,On My Mind,Ellie Goulding,https://charts-static.billboard.com/img/2015/10/ellie-goulding-1mr-53x53.jpg,81,2016
1080,Pop Style,Drake Featuring The Throne,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,82,2016
1081,When We Were Young,Adele,https://charts-static.billboard.com/img/2008/02/adele-v39-53x53.jpg,83,2016
1082,Hide Away,Daya,https://charts-static.billboard.com/img/2015/09/daya-6d7-53x53.jpg,84,2016
